ident,title,description,question,annotation_score,annotation_category
B005ZI6F2Y,Water Submersible Decorative LED Ice Cubes - 12-pack Multicolor,"Package include: 12pcs LED ice Cubes (
rechange battery)Tips: The color is colorful, we will check carefully all products before shipping,if there is problem when you receive the item, please contact us for resending. Thank you!",are these reuseable,2,g
B002KFZ4F4,"Vellux Original Blanket, Twin, Ivory","America's best selling blanket. Best in warmth and insulation. This blanket retains heat. Warmth without the weight-lightweight comforter. Soft & plush. Guaranteed not to pill.  Easy care, gets softer after each washing. Hypo-Allergenic, nylon flock on an insulating foam base.",does the blanket need to be washed to remove the smell.,2,g
B000I1M5NQ,Egg Carton - 125 Pack,"Egg packaging design provides maximum protection against egg breakage, highest humidity absorbency and breathing capability . Holds a dozen eggs. Holds large eggs.  Ingredients: Our Egg Packaging Has Been Developed To Protect And Preserve Delicate Natural Products. The carton says ""ONE DOZEN EGGS. Nature's convenience food. To retain quality keep under refrigeration- and nutrition facts"".",can the egg cartons hold 18 count or does the carton only holds a dozen,4,s
B007M2FWEI,Tooluxe Double Coherent Source Butane or Propane Heater,Tooluxe Double Coherent Source Butane or Propane Ceramic Heater. Use standard butane gas cartidge for portability. Ceramic burner. Swivel body. Pressure sensing safety shut off device. Gas consumption 100gm/hr. 1 pc external connector for butane with LPG for external gas source. CE certificate,can i use this in a tent?,2,g
B004WMCFG4,Directions East Oval Chair with Khaki Cotton Duck,"Sink into irresistible comfort with this oval shaped chair. Constructed of an attractive silver textured metal frame and a removable thick 8"" polyfiber cushion in soft microfiber or cotton fabric, this contemporary chair fits perfectly anywhere in the house. Designed after the popular rattan Papasan chair of the 1960's, the Oval chair is lighter in weight and built to last a lot longer. Teenagers and college students alike love sitting in this comfy chair to play their video entertainment games, read a good book, or do their homework.",what is the weight limit of the chair?,2,g
B001OW7N2Q,"ITALMODERN Radinka Round Glass Table, Green Printed","Tempered printed glass top and base, adjustable height, chromed steel column.",where are these tables manufactured?,1,g
B004BHM9P2,100% Australian Wool Premium Extra Weight Cotton Jacquard Comforter King Size,"This Comforter is made in the U.S.A. with the finest Australian Wool, providing the ideal anatomical resting position for unsurpassed comfort and support. A good night's sleep isn't a luxury, it's a necessity. Adequate, restful sleep is essential to overa",does this comforter have corner ties to attach a duvet cover?,-5,s
B001IWO79Y,"South Shore Furniture Summertime Collection Twin Mates Bed, Pure White and Natural Maple","3263080 South Shore Twin Size Mate's Bed, Shaker, Pure White and Natural Maple. This Pure White twin-size mate's bed features Natural Maple finish wooden knobs and is part of South Shore's Shaker line. This sturdy mate's bed provides plenty of convenient",does this need a mattress only or a mattress and box spring,2,g
B00094OVM0,"MaxiMatic EBK-200 Elite Cuisine 3-in-1 Breakfast Station 4-Cup Coffee Maker, White","Start your morning right with the Elite Cuisine 3-in-1 Multifunction Breakfast Station. Enjoy freshly brewed coffee, toast and eggs all while saving you countertop space and energy. This compact unit features a Toaster Oven with a 15 minute timer control and indicator light, a 4-cup capacity coffeemaker with a swing-out filter compartment and a six inch diameter frying griddle perfect for frying eggs and other breakfast foods.  With its compact design, clean up is easy and storage is no-fuss.",can you just plug it into an out lit?,2,g
B000IGOTW6,Hario Siphon Cloth Coffee Filter Syphon FS-103 for TCA-2 TCA-3 TCA-5 MCA-5,"Replacement cloth filters for use with Hario Syphons Technica (TCA-2/3/5 )  and Moca (MCA-5). Contains 5 cloth filters. Cloth can be used up to a hundred times or more with care. Once used, store in refrigerator, submerged in water, when not in use.",how many filters are included?,-5,s
B001QVHZTQ,Vev Vigano Carioca Nero 1-Cup Espresso Maker,"The Vev Vigano Carioca stainless steel stovetop espresso pot offers Italian made quality at an economical price. Features of the Carioca include 18/10 stainless steel construction, a convenient flared lip carafe for easy pouring from any angle and an interesting black plastic handle. Makes 1 cup.","is this expresso maker stainless steel completely inside and out, without aluminium?",4,s
B006OMZ5GC,"Artisan Wall Mount Jewelry Armoire With Mirror, 48.5Hx14.5Wx4D&quot;, LIGHT OAK","From our ever-popular Artisan Collection, the Artisan Wall Mount Jewelry Armoire with Mirror will hold all of your jewelry while doubling as a wall mirror. Our Artisan Collection is inspired by the Arts and Crafts movement of simplicity in design and showcases a stunning wood grain set against visually interesting, distinguished details. No longer will you be searching for the perfect earrings to wear for a night out; order yours now. Expertly crafted for years of use and beauty. Coordinate your wall mount armoire with other items from the Artisan Collection. Actual size is 48.5Hx14.5Wx4D""",does it protect silver from tarnish?,4,s
B005TX5ZGM,Kinfine USA Golden Brown Micro-Suede Storage Bench,"Golden Brown Micro-Suede Storage Bench, roomy storage space with slow motion hinge to ensure safety, Solid wood legs in espresso finish",dimensions,1,g
B001RRG5VI,Cuisipro Foam Pump,"Cuisipro foam pump turns liquid soap into foam, reducing soap usage up to 75%. To use, pour liquid hand soap to the first line, then add tap water to the second line. The uniquely designed angle dispenses foam directly into the hand. A suction cup on the bottom keeps the dispenser from sliding on the counter. The non-aerosol pump mechanism stays clog-free. Easy to use one hand operation. Top shelf dishwasher safe.",can i make my own soap foam?,-5,s
B0020KTX10,White Porcelain Square Oil Cruet,"Don't settle for the mediocre and really improve the design and appearance of your kitchen with this square oil cruet. It is made of glazed, white porcelain, and features a silver chrome nozzle and white stopper cap. This cap rests on the nozzle when not in use, and so helps to prevent mess and contaminated oil. A stylish olive branch shape is molded onto the side, which adds personality and flair to the cruet, and its square shape improves storage efficiency.2"" L x 2"" W x 7"" H",how tall is the cruet including the pouring spout?,4,s
B005NOITQU,New Hamilton Beach 49970 Brewer With 11.83 Fl Oz Water Tank Capacity Auto-Shutoff 1 Cup,"11.83 fl oz 11.83 fl oz/1 Cup 49970 49970 Brewer 49970 Brewer 18 x pod starter bag of Senseo coffee Coupon Automatic shutoff Brewer Hamilton Beach Hamilton Beach Brands, Inc www.hamiltonbeach.com","does it the same ""pressing"" and foam as the senseo machine?",4,s
B007A5YLJE,Linon Home Decor Titian Bookcase,"Our Titian Collection has a simple yet eye-catching design that is matched with incredible durability. The Bookcase features four shelves that provide ample storage and display space. A neutral, classic Antique Tobacco finish allows this piece to easily complement your homes decor.","is this pine with some sort of enamel stain, or is it particle board with those furniture cams, like shoddy ikea furniture?",4,s
B003TV4PKS,"Natural Comfort Classic White Goose Down Feather Comforter, King",This comforter is filled with 5-Percent of premium white goose down and 95-Percent of soft white goose feather in a 100-Percent cotton and 233 thread count for easy care and comfort. This is the comforter that will keep you warm every night at an affordable price. Twin size 64-Inch by 80-Inch 40-Ounce; Queen size 92-Inch by 90-Inch 50-Ounce; Kingsize 102-Inch by 90-Inch California King 108-Inch by 98-Inch 65-Ounce,size of queen?,2,g
B0044QKMKY,Walnut 5-tier Leaning Ladder Book Shelf,"Stay organized and display your treasures in style with a chic shelf. Inventive design of a ladder-style shelf updates your home decor. Shelf features five tiers in walnut brown finish.   

Measures 72 inches high x 25 inches wide x 17 inches deep 

Assembly Required",do this need to be mounted to the wall?,-5,s
B005SG1FE6,"Alera Complete Wire Shelving Unit with Caster, Black Anthracite","Ideal storage solution for industrial and commercial use. snap-together design assembles in minutes. strong welded wire construction provides exceptional strength and stability. open design allows air circulation and reduces dust build-up. finish on surface prevents corrosion in wet, humid environments. safeguards for freezer, restaurant, food service, indoor/outdoor or other wet/dry storage requirements. rolls with ease on four casters (two locking).",why is it listed as black when all the pictures show chrome finish?,4,s
B001D38J6K,Lipper International Bamboo Organizer with 3 Removable Dividers,"This Lipper International Bamboo Organizer with 3 Removable Dividers is a great way to become organized. It can go in any drawer in any place in your house.  It comes with 2 dividers, and they are all adjustable to make up your own unique drawer to organize your own belongings. Measures: 12-inch W by 17 1/2-inch D by 2-inch H.",what is the measurement overall width and length?,4,s
B004BDP6AG,Whitmor 6097-3529-BB Chrome and Canvas Four Section Laundry Sorter,"Whitmor&#x2019;s Chrome & Canvas Laundry Sorter features four separate heavy duty 100% canvas bags that hook on to the chromed steel frame. Each bag features a chrome handle for easy portability making your laundry sorting a breeze. The durable chromed steel frame supports large loads of laundry and heavy duty wheels are included for mobility. This easy to assemble laundry sorter organizes any laundry room, utility room or closet making it the perfect choice to meet your individual needs. Measures:20-Inch x 36-Inch x 33-Inch.",how big is each individual bag?,2,g
B005ZXK5L6,"Vita-Mix 36019 The Quiet One, on-counter, electronic touch pad controls, 48 oz","(VM0145) The Quiet One, on-counter, electronic touch pad controls, 48 oz. (1.4 liter) high-impact, clear Advance container & Advance blade, removable compact cover hinge design & 34 programs, 3 peak HP, 120V, 50/60 Hz, 15 amps, UL, cUL listed, NSF certified",what is the total height w lid on,-5,s
