ident,title,description,question,annotation_score,annotation_category
B004TT8VAY,Primo Bottom Loading Water Dispenser Hot Cold Model 900119,"Primo bottom-loading water dispensers have taken the water dispenser into the 21st century. A stylish addition to any home, a Primo bottom-loading water dispenser eliminates the need to lift and place the bottle, and offers even more innovative features for added convenience. Oh, and it looks great, too! 3, 4 or 5 gallon water bottles can be used. All of our units are UL and Energy Star Listed.",does it take a 5 gallon bottle?,2,g
B00534GP7A,"Tvilum Austin 4-Drawer Dresser, White",Austin Contemporary four drawer dresser with metal runners. Part of the austin Furniture collection by Tvilum.,how tall it is,-5,g
B0019QKK5Y,Boss Black Task Seating,"One touch adjustment instantaneously raises or lowers chair, 5 star nylon base allows smooth movement, Tough, durable plastic protects seat back and bottom from tears, Dimensions: Seat Size: 17-inch W x 16-inch D, Seat Height: 16.5-inch - 20.5-inch H, Overall Size: 22-inch W x 22-inch D x 29.5-inch - 33.5-inch H",what are the inches of the seat cushion,2,g
B002KFZ4F4,"Vellux Original Blanket, Twin, Ivory","America's best selling blanket. Best in warmth and insulation. This blanket retains heat. Warmth without the weight-lightweight comforter. Soft & plush. Guaranteed not to pill.  Easy care, gets softer after each washing. Hypo-Allergenic, nylon flock on an insulating foam base.",does the blanket need to be washed to remove the smell.,2,g
B0012SD16E,"Factory Reconditioned KitchenAid RKFP710WH 7-Cup Food Processor, White","KitchenAid's 7cup Food Processor is a powerful and durable tool for creative cooking. This model features a 7-cup work bowl, Full-size feed tube and pusher, Powerful induction motor, Premium-quality stainless steel blades, and Easy-to-Clean design.",does it have any warranty?,1,g
B00167XN14,Planetary Design Airscape 64oz Chrome,"The patent-pending valve forces air out, then locks the lid in place. While the top lid is clear, to easily see your content amount. The canister is made from restaurant-grade 18/8 stainless steel with an enamel paint finish. Durable construction resists staining as well as odor and taste transfer. 32 fluid oz. capacity, base 4.5","it's hard to tell from the pictures/descriptions, but does the black ""lever lock"" lid move down through the container as coffee/whatever is removed?",4,s
B003UZ1WUE,Towle Living 42-Piece Contour Flatware Set,"Beautifully crafted from 18/0 stainless steel, each piece has a brushed, forged stainless steel handle that tapers to a polished head. 42-piece set, service for eight, includes (8) each: dinner fork, salad fork, dinner knife, dinner spoon and teaspoon, plus (2) serving pieces, which include a tablespoon and a cold meat fork. dishwasher safe.","hi, is it a shiny or satin finish?",2,g
B004O3L3S2,"MightyLift Ultra FQU-11 Heavy Duty Mattress Center Support System, 3 Cross Rails, 2 Legs Each","The Mighty Lift is the easiest and most powerful solution for supporting today's heavier, super sized bedding. This best selling design is the ultimate support system for peace of mind. The Mighty Lift FQU series uses 3 Cross Supports with 2 Legs on each Cross Support.The Mighty Lift system is for use on angle steel or wood side rails. Pre-drilled holes on the ends of the Cross Supports  facilitate ease of installation and rigidity.The Mighty Lift FQU Center Support System fits Full and Queen size beds. The C-clamp adjustment system allows for infinite width adjustment of the Cross Supports.",can you provide more information on installing on a metal frame -- do you actually have to drill holes and screw the rails into the frame?,4,s
B003VIIQJ0,"Freshware 28-Cavity Silicone Mini Heart, Chocolate, Candy and Pastry Mold","Whip up a batch of heart-shaped treats for your Valentine with the Freshware CB109 28 cavity silicone mini heart mold! Great for making pastries, ice cream, gelatin, ice molds, custards and even crafts, this silicone mold features a non-stick surface that's easy to clean and maintain. Pan Size: 13-Inch by 9.8-Inch by 0.6-Inch, Cup Size: 1-1/2-Inch by 1.7-Inch by 0.6-Inch, Volume: 28 by 10-Ml, Total 280-Ml",what is the size of the hearts.nthisnis essential info!,4,s
B002N2GB3I,Dritz Petite Press Portable Mini Iron,"This portable mini iron is perfect for travel, sewing, quilting and other crafts.  UL approved iron with digital control pad heats and holds temperature in minutes. Four iron head positions and ergonomic handle for comfort. Integrated cord for power supply.  And a flip down stand for when not in use.  Lightweight design and four temperature settings.  Iron measures 8x2-1/2x2in.",can i use the iron to transfer copy patterns to wood,-5,s
B001LV8CO8,"Coaster Retro Nostalgic Style Bar Stools, 29-Inches Height, Red, Set of 2","Dimensions: 14.25""Dia x 29""H.Finish: Red. Material: Metal and Vinyl. Set of 2 Retro Nostalgic Style Red 29""H Bar Stools. Item features Chrome Plating and Red Vinyl Covered Cushioned Seat. This item is modeled after the famous style of the American 1950's Diner that has served so many back in the days.The tubular steel frame of the item is plated with chrome and constructed with quality.Its smooth, strong and durable surfaces make it easy to clean and hassle free.Simple Assembly Required.Matching bar table is available separately.Stool is also available in White and Black Color.",do they come in blue or green?,-5,s
B000WJUNDI,Asian Origins 4-in-1 Microwave Rice Cooker,"A versatile Rice Cooker designed to be used in the microwave. It's the fastest, easiest way to make moist, delicious rice. Your rice won't boil over or burn. It's practically a foolproof way of cooking rice. Not only does it do an excellent job of cooking rice but it's also great for pasta and steaming vegetables. Perfect as a microwave popcorn popper too. Features Snap-lock cover that circulates steam. Top rack dishwasher safe. Large 2 quart capacity.",how to cook 2 cups rice?,-5,Do not agree
B000062UH4,"Hoover WindTunnel 20' Deluxe Stretch Hose, 40200024","The Hoover WindTunnel Deluxe Stretch 20 foot long hose helps to extend a vacuum's reach to stairs, under couches, and behind furniture. Sturdy plastic construction. Fits WindTunnel U53, U54, and U64 Vacuums.",will this 20' hose be compatable with the uh70120 model,4,s
B00004RFPM,Nordic Ware Scandinavian Silver Dollar Pancake Pan,"Scandinavians and Russians love thin, delicate little pancakes. Scandinavians call theirs platta panna and serve them with lingonberries. Russians use buckwheat and yeast, call theirs blini, and serve them with sour cream and caviar with smoked salmon. (These recipes are included with the pan.) Making either in perfect little disks requires the proper pan. Safe on gas or electric stovetops, this one is cast aluminum so it won't warp. And it's nonstick, to make turning platta panna and blini easy and cleanup a snap.  There's a notch on the handle's end for hanging on a hook or peg.--Fred Brack",pan size?,2,g
B003P9YHRA,"Convenience Concepts 143010 Designs-4-Comfort Park Avenue Single Ottoman with Stool, Dark Espresso","Park Avenue Espresso Single Ottoman with Stool by Convenience Concepts, Inc. Convenience Concepts brings you exciting and affordable furniture. Combining exciting designs with economical overseas manufacturing to bring you the finest in sensible contemporary furniture. Focusing on R-T-A Entertainment, TV, Storage, and Accent furniture.","can you sit on the larger ottoman, or only the smaller one?",3,s
B004S59E6E,Tiger JNP-1000 Electric 5.5-Cup (Uncooked) Rice Cooker and Warmer,"5.5 cups rice cooker and warmer, Automatically switches ""Keep Warm"" after cooking is completed, Easy to use single -stick inner pan for easy serving and cleaning, Spatula and rice measuring cup includes, Dimension 9.8L x 10.3H x 10.8W 7.9lb,Made in Japan.",what is the material of the inner pan?,4,s
B001RRG5VI,Cuisipro Foam Pump,"Cuisipro foam pump turns liquid soap into foam, reducing soap usage up to 75%. To use, pour liquid hand soap to the first line, then add tap water to the second line. The uniquely designed angle dispenses foam directly into the hand. A suction cup on the bottom keeps the dispenser from sliding on the counter. The non-aerosol pump mechanism stays clog-free. Easy to use one hand operation. Top shelf dishwasher safe.",can i make my own soap foam?,-5,s
B000JD3C9E,"Keurig 5060 K-Cup Carousel, Chrome",The gleaming chrome K-Cup Carousel allows you to display a variety of 27 assorted coffees and tea for your family or guests.,is this already assembles; or would i have to put it together?,-5,g
B000NPOO6S,"Winsome Wood Windsor Chair, Natural, Set of 2",Classic Windsor Chair with comfortable large backrest and seat area constructed of solid Beachwood. Sold in Set of 2. Fully Assembled.,are they already put together,-5,g
B005JSD2EE,"Homedics Personal Cool Mist Ultrasonic Humidifier, White","Humidify your own personal space for the ultimate environment for healthier breathing! this lightweight device weights less than a pound and runs whisper quietly thanks to ultrasonic technology and delivers fast, efficient results!",what kind of filter does it use?,2,g
B00005NCWQ,Farberware Classic Stainless Steel Yosemite 8-Cup Coffee Percolator,"At the first morning sip you'll say, &#x201C;Forget the espresso maker!&#x201D; True connoisseurs know that the best coffee comes from a freshly percolated pot. This classic stainless steel model will provide long lasting beauty. Why not start an 'old tradition' with Sunday morning coffee in bed?",is there any plastic on the inside of the pot (where the handle or knob connect)?,2,g
B008FX6KH6,T-fal VC133851 Balanced Living Compact 4-Quart 2-Tier Electric Food Steamer,"Steam it fresh for foods bursting with flavor! The T-fal VC133851 Balanced Living Compact Food Steamer has a large 4-quart capacity (2 tiers of 2 quarts each). Steam a variety of healthy vegetables, seafood and meats within the 2-quart tiers for a complete meal. The T-fal VC133851 Balanced Living Food Steamer also features digital controls with a 60-minute countdown timer that let you easily cook healthy meals for your family. When finished using, turn the 2 tiers over for compact storage.",does this have a programmable start?,2,g
